Item1,Item2
1206,80008803.161600009
1207,80008865.664000005
1208,80008928.089599997
1209,80008990.681600004
1210,80009053.132799998
1211,80009115.840000004
1212,80009178.329600006
1213,80009240.806400001
1214,80009303.193599999
1215,80009365.657600001
1216,80009428.172800004
1217,80009490.688000008
1218,80009553.190400004
1219,80009615.654400006
1220,80009678.208000004
1221,80009740.799999997
1222,80009803.392000005
1223,80009865.740800008
1224,80009928.37120001
1225,80009990.809600011
1226,80010053.22240001
1227,80010115.9296
1228,80010178.291199997
1229,80010240.819200009
1230,80010303.347200006
1231,80010365.785600007
1232,80010428.44160001
1233,80010490.867200002
1234,80010553.31840001
1235,80010615.961600006
1236,80010678.361599997
1237,80010740.851199999
1238,80010803.49440001
1239,80010865.856000006
1240,80010928.563199997
1241,80010990.976000011
1242,80011053.337600008
1243,80011115.865600005
1244,80011178.560000002
1245,80011241.100800008
1246,80011303.539200008
1247,80011365.952000007
1248,80011428.454400003
1249,80011491.123199999
1250,80011553.62560001
1251,80011615.936000004
1252,80011678.617600009
1253,80011741.158399999
1254,80011803.404799998
1255,80011866.009599999
1256,80011928.640000001
1257,80011991.001599997
1258,80012053.4912
1259,80012115.993600011
1260,80012178.662400007
1261,80012241.088
1262,80012303.564800009
1263,80012366.144000009
1264,80012428.659199998
1265,80012491.238399997
1266,80012553.676799998
1267,80012616.20480001
1268,80012678.566400006
1269,80012741.056000009
1270,80012803.635200009
1271,80012866.124799997
1272,80012928.704000011
1273,80012991.308799997
1274,80013053.747199997
1275,80013116.083200008
1276,80013178.752000004
1277,80013241.484800011
1278,80013303.795200005
1279,80013366.246399999
1280,80013428.646400005
1281,80013491.18720001
1282,80013553.868799999
1283,80013616.3072
1284,80013678.796800002
1285,80013741.363200009
1286,80013803.686400011
1287,80013866.2016
1288,80013928.857600003
1289,80013991.552000001
1290,80014053.913599998
1291,80014116.339200005
1292,80014178.688000008
1293,80014241.2544
1294,80014303.820800006
1295,80014366.374400005
1296,80014428.723200008
1297,80014491.571199998
1298,80014553.983999997
1299,80014616.358400002
1300,80014678.899200007
1301,80014741.452800006
1302,80014803.82720001
1303,80014866.265600011
1304,80014928.806400001
1305,80014991.385600001
1306,80015053.824000001
1307,80015116.364800006
1308,80015178.867200002
1309,80015241.5616
1310,80015303.807999998
1311,80015366.348800004
1312,80015428.953600004
1313,80015491.532800004
1314,80015554.048000008
1315,80015616.537600011
1316,80015678.976000011
1317,80015741.401600003
1318,80015803.916800007
1319,80015866.393600002
1320,80015928.960000008
1321,80015991.654400006
1322,80016053.990400001
1323,80016116.518399999
1324,80016179.174400002
1325,80016241.728
1326,80016303.910400003
1327,80016366.5792
1328,80016429.145600006
1329,80016491.443200007
1330,80016554.124799997
1331,80016616.601600006
1332,80016679.244800001
1333,80016741.555200011
1334,80016804.019199997
1335,80016866.649599999
1336,80016929.049600005
1337,80016991.59040001
1338,80017054.16960001
1339,80017116.736000001
1340,80017179.225600004
1341,80017241.676799998
1342,80017304.128000006
1343,80017366.694399998
1344,80017429.132799998
1345,80017491.609600008
1346,80017554.24000001
1347,80017616.627200007
1348,80017679.347200006
1349,80017741.606399998
1350,80017804.339200005
1351,80017866.790399998
1352,80017929.177600011
1353,80017991.628800005
1354,80018054.156800002
1355,80018116.620800003
1356,80018179.148800001
1357,80018241.702399999
1358,80018304.1664
1359,80018366.656000003
1360,80018429.350400001
1361,80018492.044799998
1362,80018554.40640001
1363,80018616.755199999
1364,80018679.449600011
1365,80018741.760000005
1366,80018804.428800002
1367,80018866.892800003
1368,80018929.280000001
1369,80018991.807999998
