FrameCounter,SystemTimestamp,LedState,ComputerTimestamp,Region0R,Region1G
958,4373.444576,0,79992886.79,0.003921569,0.003921569
959,4373.507072,0,79992956.78,0.003868574,0.003921569
960,4373.569568,0,79993016.79,0.003921569,0.003921569
961,4373.632064,4,79993076.78,0.034116072,0.629007353
962,4373.69456,1,79993136.78,0.022091408,0.017606618
963,4373.757056,0,79993206.78,0.003921569,0.003921569
964,4373.819584,0,79993266.79,0.003921569,0.003921569
965,4373.88208,0,79993326.8,0.003921569,0.003921569
966,4373.944576,0,79993386.79,0.003921569,0.003921569
967,4374.007072,0,79993456.79,0.003921569,0.003921569
968,4374.069568,0,79993516.79,0.003921569,0.003921569
969,4374.132064,0,79993576.8,0.003868574,0.003921569
970,4374.19456,0,79993636.8,0.004026125,0.003921569
971,4374.257056,0,79993706.79,0.003923717,0.003921569
972,4374.319584,0,79993766.8,0.003921569,0.003921569
973,4374.382048,0,79993826.79,0.003921569,0.003921569
974,4374.444576,0,79993886.8,0.003921569,0.003921569
975,4374.507072,0,79993956.79,0.003921569,0.003921569
976,4374.569568,0,79994016.79,0.003921569,0.003921569
977,4374.632064,4,79994076.8,0.034030135,0.62921875
978,4374.69456,1,79994136.8,0.022039846,0.017564951
979,4374.757056,0,79994206.8,0.003868574,0.003921569
980,4374.819552,0,79994266.8,0.003921569,0.003921569
981,4374.882048,0,79994326.81,0.003921569,0.003921569
982,4374.944576,0,79994386.81,0.003921569,0.003921569
983,4375.007072,0,79994456.8,0.003921569,0.003921569
984,4375.069568,0,79994516.8,0.003921569,0.003921569
985,4375.132064,0,79994576.8,0.003921569,0.003921569
986,4375.19456,0,79994636.81,0.004026125,0.003921569
987,4375.257056,0,79994706.81,0.003923001,0.003921569
988,4375.319552,0,79994766.8,0.003921569,0.003921569
989,4375.38208,0,79994826.8,0.003868574,0.003921569
990,4375.444576,0,79994886.82,0.003921569,0.003921569
991,4375.507072,0,79994956.81,0.003921569,0.003921569
992,4375.569568,0,79995016.81,0.003921569,0.003921569
993,4375.632064,4,79995076.82,0.034301551,0.629011642
994,4375.69456,1,79995136.81,0.022044143,0.017586397
995,4375.757056,0,79995206.82,0.003921569,0.003921569
996,4375.819584,0,79995266.82,0.003921569,0.003921569
997,4375.88208,0,79995326.81,0.003921569,0.003921569
998,4375.944576,0,79995386.81,0.003921569,0.003921569
999,4376.007072,0,79995456.82,0.003868574,0.003921569
1000,4376.069568,0,79995516.81,0.003921569,0.003921569
1001,4376.132064,0,79995576.41,0.003921569,0.003921569
1002,4376.19456,0,79995636.41,0.004023976,0.003921569
1003,4376.257056,0,79995706.41,0.003923717,0.003921569
1004,4376.319584,0,79995766.41,0.003921569,0.003921569
1005,4376.38208,0,79995826.41,0.003921569,0.003921569
1006,4376.444576,0,79995886.41,0.003921569,0.003921569
1007,4376.507072,0,79995956.41,0.003921569,0.003921569
1008,4376.569568,0,79996016.42,0.003921569,0.003921569
1009,4376.632064,4,79996076.42,0.034528567,0.629090074
1010,4376.69456,1,79996136.42,0.022132228,0.017621324
1011,4376.757056,0,79996206.42,0.003921569,0.003921569
1012,4376.819584,0,79996266.42,0.003921569,0.003921569
1013,4376.882048,0,79996326.42,0.003921569,0.003921569
1014,4376.944576,0,79996386.42,0.003921569,0.003921569
1015,4377.007072,0,79996456.42,0.003921569,0.003921569
1016,4377.069568,0,79996516.42,0.003921569,0.003921569
1017,4377.132064,0,79996576.42,0.003921569,0.003921569
1018,4377.19456,0,79996636.42,0.004026841,0.003921569
1019,4377.257056,0,79996706.42,0.003868574,0.003921569
1020,4377.319584,0,79996766.43,0.003921569,0.003921569
1021,4377.382048,0,79996826.43,0.003921569,0.003921569
1022,4377.444576,0,79996886.44,0.003921569,0.003921569
1023,4377.507072,0,79996956.43,0.003921569,0.003921569
1024,4377.569568,0,79997016.43,0.003921569,0.003921569
1025,4377.632064,4,79997076.43,0.03465962,0.628980392
1026,4377.69456,1,79997136.43,0.022126499,0.017597426
1027,4377.757056,0,79997206.43,0.003921569,0.003921569
1028,4377.819552,0,79997266.43,0.003921569,0.003921569
1029,4377.88208,0,79997326.44,0.003868574,0.003921569
1030,4377.944576,0,79997386.43,0.003921569,0.003921569
1031,4378.007072,0,79997456.43,0.003921569,0.003921569
1032,4378.069568,0,79997516.44,0.003921569,0.003921569
1033,4378.132064,0,79997576.44,0.003921569,0.003921569
1034,4378.19456,0,79997636.45,0.004030422,0.003921569
1035,4378.257056,0,79997706.44,0.003923001,0.003921569
1036,4378.319584,0,79997766.44,0.003921569,0.003921569
1037,4378.38208,0,79997826.44,0.003921569,0.003921569
1038,4378.444576,0,79997886.44,0.003921569,0.003921569
1039,4378.507072,0,79997956.46,0.003868574,0.003921569
1040,4378.569568,0,79998016.44,0.003921569,0.003921569
1041,4378.632064,4,79998076.44,0.033857546,0.6290625
1042,4378.69456,1,79998136.44,0.022060614,0.017530637
1043,4378.757056,0,79998206.44,0.003921569,0.003921569
1044,4378.819584,0,79998266.45,0.003921569,0.003921569
1045,4378.88208,0,79998326.45,0.003921569,0.003921569
1046,4378.944576,0,79998386.45,0.003921569,0.003921569
1047,4379.007072,0,79998456.45,0.003921569,0.003921569
1048,4379.069568,0,79998516.45,0.003921569,0.003921569
1049,4379.132064,0,79998576.45,0.003868574,0.003921569
1050,4379.19456,0,79998636.45,0.004022544,0.003921569
1051,4379.257056,0,79998706.45,0.003922285,0.003921569
1052,4379.319584,0,79998766.46,0.003921569,0.003921569
1053,4379.38208,0,79998826.45,0.003921569,0.003921569
1054,4379.444576,0,79998886.45,0.003921569,0.003921569
1055,4379.507072,0,79998956.45,0.003921569,0.003921569
1056,4379.569568,0,79999016.46,0.003921569,0.003921569
1057,4379.632064,4,79999076.46,0.034488463,0.628970588
1058,4379.69456,1,79999136.46,0.022052736,0.017551471
1059,4379.757056,0,79999206.46,0.003868574,0.003921569
1060,4379.819584,0,79999266.46,0.003921569,0.003921569
1061,4379.882048,0,79999326.46,0.003921569,0.003921569
1062,4379.944576,0,79999386.47,0.003921569,0.003921569
1063,4380.007072,0,79999456.46,0.003921569,0.003921569
1064,4380.069568,0,79999516.46,0.003921569,0.003921569
1065,4380.132064,0,79999576.46,0.003921569,0.003921569
1066,4380.19456,0,79999638.79,0.004026841,0.003921569
1067,4380.257056,0,79999698.8,0.003923717,0.003921569
1068,4380.319552,0,79999768.8,0.003921569,0.003921569
1069,4380.38208,0,79999828.8,0.003868574,0.003921569
1070,4380.444576,0,79999888.8,0.003921569,0.003921569
1071,4380.507072,0,79999948.8,0.003921569,0.003921569
1072,4380.569568,0,80000018.81,0.003921569,0.003921569
1073,4380.632064,4,80000078.8,0.034572251,0.629028799
1074,4380.69456,1,80000138.8,0.022077085,0.017561887
1075,4380.757056,0,80000198.81,0.003921569,0.003921569
1076,4380.819584,0,80000268.81,0.003921569,0.003921569
1077,4380.88208,0,80000328.81,0.003921569,0.003921569
1078,4380.944576,0,80000388.81,0.003921569,0.003921569
1079,4381.007072,0,80000448.8,0.003868574,0.003921569
1080,4381.069568,0,80000518.8,0.003921569,0.003921569
1081,4381.132064,0,80000578.8,0.003921569,0.003921569
1082,4381.19456,0,80000638.81,0.00402326,0.003921569
1083,4381.257056,0,80000698.81,0.003923001,0.003921569
1084,4381.319584,0,80000768.81,0.003921569,0.003921569
1085,4381.382048,0,80000828.82,0.003921569,0.003921569
1086,4381.444576,0,80000888.81,0.003921569,0.003921569
1087,4381.507072,0,80000948.82,0.003921569,0.003921569
