Time,WheelAngle,WheelAngleIncr,OnWheel,WheelStart,WheelStop,Timestamp,71743777.7792
823,0,0,0,0,0,71743780.2624
908,0,0,0,0,0,71743857.9968
994,0,0,0,0,0,71743943.6672
1079,0,0,0,0,0,71744029.6704
1165,0,0,0,0,0,71744115.1616
1251,0,0,0,0,0,71744200.9344
1337,0,0,0,0,0,71744286.6944
1422,0,0,0,0,0,71744372.352
1508,0,0,0,0,0,71744458.0352
1594,0,0,0,0,0,71744543.7568
1679,0,0,0,0,0,71744629.3888
1765,0,0,0,0,0,71744715.136
1851,0,0,0,0,0,71744800.9344
1936,0,0,0,0,0,71744886.6176
2022,0,0,0,0,0,71744972.3008
2108,0,0,0,0,0,71745058.0736
2193,0,1,0,0,0,71745143.7056
2279,0,2,1,1,0,71745229.3376
2365,0,3,1,0,0,71745315.2384
2450,0,5,1,0,0,71745400.8832
2536,0,8,1,0,0,71745486.5664
2622,0,10,1,0,0,71745572.416
2707,0,12,1,0,0,71745658.112
2793,0,12,1,0,0,71745743.744
2879,0,13,1,0,0,71745829.44
2965,0,14,1,0,0,71745915.072
3050,0,15,1,0,0,71746000.8448
3136,0,16,1,0,0,71746086.6176
3222,0,18,1,0,0,71746172.2752
3307,0,19,1,0,0,71746257.9328
3393,0,22,1,0,0,71746343.6416
3479,0,25,1,0,0,71746429.2992
3564,0,30,1,0,0,71746515.0208
3650,0,36,1,0,0,71746600.8448
3737,0,42,1,0,0,71746686.5024
3821,0,44,1,0,0,71746772.1984
3908,0,45,1,0,0,71746857.8688
3994,0,45,1,0,0,71746943.5776
4079,0,46,1,0,0,71747029.248
4165,0,47,1,0,0,71747114.9568
4251,0,48,1,0,0,71747200.768
4337,0,49,1,0,0,71747286.4128
4422,0,50,1,0,0,71747372.1472
4508,0,51,1,0,0,71747457.8176
4594,0,53,1,0,0,71747543.4368
4679,0,56,1,0,0,71747629.2864
4765,0,59,1,0,0,71747715.0592
4851,0,60,1,0,0,71747800.6912
4936,0,60,1,0,0,71747886.3616
5022,0,60,1,0,0,71747972.1088
5108,0,60,0,0,1,71748057.7152
5193,0,60,0,0,0,71748143.3728
5279,0,60,0,0,0,71748229.1584
5365,0,60,0,0,0,71748314.9568
5450,0,60,0,0,0,71748400.6016
5536,0,60,1,1,0,71748486.272
5622,0,61,1,0,0,71748572.096
5707,0,61,1,0,0,71748657.7024
5793,0,61,1,0,0,71748743.3344
5879,0,61,0,0,1,71748829.2224
5964,0,61,0,0,0,71748914.816
6050,0,61,0,0,0,71749000.4992
6136,0,61,0,0,0,71749086.1696
6222,0,62,0,0,0,71749171.9424
6307,0,62,0,0,0,71749257.5616
6393,0,62,0,0,0,71749343.4368
6479,0,62,0,0,0,71749429.1072
6564,0,63,0,0,0,71749514.7392
6650,0,65,0,0,0,71749600.4352
6736,0,67,0,0,0,71749686.1568
6821,0,69,0,0,0,71749771.8272
6907,0,70,0,0,0,71749857.5488
6993,0,73,0,0,0,71749943.3728
7078,0,78,0,0,0,71750030.2592
7164,0,83,0,0,0,71750114.6752
7250,0,89,0,0,0,71750200.4224
7335,0,94,0,0,0,71750286.1056
7421,0,99,0,0,0,71750371.8912
7507,0,103,0,0,0,71750457.536
7593,0,107,0,0,0,71750543.2832
7678,0,110,0,0,0,71750628.992
7764,0,113,0,0,0,71750714.7776
7850,0,115,0,0,0,71750800.448
7935,0,118,0,0,0,71750886.1696
8021,0,122,0,0,0,71750971.776
8107,0,125,0,0,0,71751057.4848
8192,0,128,0,0,0,71751143.2064
8278,0,136,0,0,0,71751228.8896
8364,0,146,1,1,0,71751314.7008
8449,0,162,1,0,0,71751400.384
8535,0,183,1,0,0,71751486.0544
8621,0,206,1,0,0,71751571.7376
8706,0,228,1,0,0,71751657.408
8792,0,245,1,0,0,71751743.0528
8878,0,253,1,0,0,71751828.928
8963,0,254,1,0,0,71751914.6752
9049,0,260,1,0,0,71752000.32
9135,0,272,1,0,0,71752085.9008
9221,0,289,1,0,0,71752171.6608
9306,0,310,1,0,0,71752257.5104
9392,0,332,1,0,0,71752343.1168
9478,0,354,1,0,0,71752428.8896
9563,0,372,1,0,0,71752514.6112
9649,0,383,1,0,0,71752600.2432
9735,0,386,1,0,0,71752685.8752
9820,0,392,1,0,0,71752771.776
9906,0,406,1,0,0,71752857.536
