Time,WheelAngle,WheelAngleIncr,OnWheel,WheelStart,WheelStop,Timestamp,78192106.0352
804,0,74885,0,0,1,78192106.09920001
889,0,74885,0,0,0,78192186.342399999
975,0,74885,0,0,0,78192272.06400001
1060,0,74885,0,0,0,78192357.913599998
1146,0,74885,0,0,0,78192443.584000006
1232,0,74885,0,0,0,78192529.190400004
1317,0,74885,0,0,0,78192614.937600002
1403,0,74885,0,0,0,78192700.799999997
1489,0,74885,0,0,0,78192786.470400006
1574,0,74885,0,0,0,78192872.230400011
1660,0,74885,0,0,0,78192957.760000005
1746,0,74885,0,0,0,78193043.648000002
1831,0,74885,0,0,0,78193129.369599998
1917,0,74885,0,0,0,78193215.027199998
2003,0,74885,0,0,0,78193300.787200004
2089,0,74885,0,0,0,78193386.547200009
2174,0,74885,0,0,0,78193472.320000008
2260,0,74885,0,0,0,78193557.913599998
2346,0,74885,0,0,0,78193643.558400005
2431,0,74885,0,0,0,78193729.510399997
2517,0,74885,0,0,0,78193815.027199998
2603,0,74885,0,0,0,78193900.825599998
2688,0,74885,0,0,0,78193986.380800009
2774,0,74885,0,0,0,78194072.268800005
2860,0,74885,0,0,0,78194158.003200009
2946,0,74885,0,0,0,78194243.66080001
3031,0,74885,0,0,0,78194329.331200004
3117,0,74885,0,0,0,78194414.976000011
3203,0,74885,0,0,0,78194500.902400002
3288,0,74885,0,0,0,78194586.560000002
3374,0,74885,0,0,0,78194672.20480001
3460,0,74885,0,0,0,78194757.887999997
3545,0,74885,0,0,0,78194843.82720001
3631,0,74885,0,0,0,78194929.4208
3717,0,74885,0,0,0,78195015.104000002
3803,0,74885,0,0,0,78195100.812800005
3888,0,74885,0,0,0,78195186.496000007
3974,0,74885,0,0,0,78195272.294400007
4060,0,74885,0,0,0,78195358.054399997
4145,0,74885,0,0,0,78195443.750400007
4231,0,74885,0,0,0,78195529.484800011
4317,0,74885,0,0,0,78195615.193599999
4402,0,74885,0,0,0,78195700.91520001
4488,0,74885,0,0,0,78195786.496000007
4574,0,74885,0,0,0,78195872.20480001
4659,0,74885,0,0,0,78195957.9648
4745,0,74885,0,0,0,78196043.711999997
4831,0,74885,0,0,0,78196129.612800002
